age,workclass,fnlwgt,education,occupation,relationship,race,sex,target,predicted_salary
"31"," Private","181388"," Masters"," Prof-specialty"," Wife"," White"," Female","1","1"
"57"," Private","81973"," Bachelors"," Sales"," Husband"," Asian-Pac-Islander"," Male","1","1"
"44"," Private","328581"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"64"," Private","110110"," 11th"," Machine-op-inspct"," Husband"," Black"," Male","0","0"
"31"," Private","174201"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"40"," Private","137421"," Masters"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Male","1","0"
"34"," Private","153927"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"28"," Federal-gov","187649"," HS-grad"," Prof-specialty"," Own-child"," White"," Female","0","0"
"72"," Private","149992"," 7th-8th"," Farming-fishing"," Husband"," White"," Male","0","0"
"21"," Private","234640"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"52"," Local-gov","311569"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"44"," Private","182383"," Some-college"," Adm-clerical"," Wife"," White"," Female","0","1"
"57"," State-gov","344381"," Some-college"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male","1","1"
"35"," Self-emp-not-inc","280570"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","0"
"21"," Private","215039"," 11th"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"38"," Local-gov","339442"," Some-college"," Transport-moving"," Husband"," Black"," Male","0","0"
"28"," Local-gov","168065"," Masters"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"59"," Private","47534"," Masters"," Exec-managerial"," Not-in-family"," White"," Female","1","1"
"54"," Local-gov","116428"," 10th"," Exec-managerial"," Husband"," White"," Male","0","1"
"25"," Private","121789"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"29"," State-gov","143139"," 10th"," Craft-repair"," Unmarried"," White"," Male","0","0"
"18"," Private","187790"," HS-grad"," Adm-clerical"," Own-child"," White"," Female","0","0"
"31"," Private","140559"," HS-grad"," Other-service"," Husband"," Black"," Male","0","0"
"17"," Private","184025"," 11th"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"47"," Private","257824"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"42"," Private","89226"," HS-grad"," Other-service"," Husband"," White"," Male","1","1"
"21"," Private","145917"," Some-college"," Adm-clerical"," Own-child"," White"," Female","0","0"
"32"," Private","207301"," Some-college"," Sales"," Wife"," White"," Female","0","1"
"51"," Private","135388"," 12th"," Machine-op-inspct"," Not-in-family"," White"," Male","1","0"
"24"," Private","266467"," Assoc-voc"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"60"," Private","200047"," Masters"," Adm-clerical"," Husband"," White"," Male","0","1"
"29"," Federal-gov","121040"," HS-grad"," Adm-clerical"," Not-in-family"," Black"," Female","0","0"
"24"," Private","199694"," Assoc-acdm"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"43"," Private","301007"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"64"," Self-emp-not-inc","253759"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"53"," Private","120839"," Some-college"," Craft-repair"," Husband"," White"," Male","0","1"
"64"," State-gov","33342"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"41"," Private","205195"," Assoc-acdm"," Sales"," Not-in-family"," White"," Male","0","0"
"30"," Private","362873"," Bachelors"," Tech-support"," Husband"," White"," Male","0","1"
"25"," Private","104614"," HS-grad"," Protective-serv"," Unmarried"," White"," Female","0","0"
"27"," Self-emp-not-inc","32280"," HS-grad"," Farming-fishing"," Unmarried"," White"," Male","0","0"
"30"," Private","191777"," 12th"," Other-service"," Own-child"," Black"," Female","0","0"
"39"," Private","144169"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","1"
"28"," Private","264076"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"33"," Private","119164"," Masters"," Prof-specialty"," Not-in-family"," White"," Male","0","1"
"41"," Private","126845"," Some-college"," Adm-clerical"," Husband"," White"," Male","0","1"
"24"," Private","228395"," Bachelors"," Sales"," Own-child"," Black"," Female","0","0"
"32"," Private","242654"," Some-college"," Sales"," Unmarried"," Black"," Female","0","0"
"69"," Self-emp-not-inc","30951"," Assoc-voc"," Exec-managerial"," Husband"," White"," Male","0","0"
"36"," Private","48855"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"57"," Self-emp-not-inc","50791"," Assoc-voc"," Exec-managerial"," Husband"," White"," Male","0","0"
"58"," Local-gov","248739"," HS-grad"," Other-service"," Not-in-family"," White"," Male","0","0"
"26"," Private","165418"," Assoc-acdm"," Craft-repair"," Husband"," White"," Male","0","0"
"17"," Private","79464"," 11th"," Adm-clerical"," Own-child"," White"," Female","0","0"
"36"," Local-gov","321247"," 11th"," Craft-repair"," Husband"," White"," Male","0","0"
"44"," Private","104269"," HS-grad"," Craft-repair"," Husband"," Black"," Male","1","0"
"39"," Self-emp-inc","129573"," Assoc-acdm"," Exec-managerial"," Husband"," White"," Male","0","1"
"41"," Private","222142"," Some-college"," Craft-repair"," Husband"," White"," Male","0","0"
"24"," Private","126613"," 11th"," Other-service"," Not-in-family"," White"," Female","0","0"
"54"," Private","145548"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"26"," Private","331861"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"39"," Private","156261"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"27"," Private","173944"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","0"
"25"," Private","69739"," 10th"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"32"," Private","266345"," Some-college"," Tech-support"," Not-in-family"," White"," Male","0","0"
"30"," Private","278006"," HS-grad"," Tech-support"," Unmarried"," White"," Female","0","0"
"50"," Self-emp-inc","82578"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"66"," Private","154164"," Assoc-acdm"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"25"," Private","250038"," HS-grad"," Adm-clerical"," Husband"," White"," Male","1","0"
"48"," Private","175468"," HS-grad"," Other-service"," Unmarried"," White"," Female","0","0"
"23"," State-gov","435835"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"70"," Private","135601"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"20"," State-gov","162945"," Some-college"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"18"," Private","244115"," 11th"," Other-service"," Own-child"," Black"," Male","0","0"
"29"," Private","351902"," HS-grad"," Sales"," Not-in-family"," White"," Male","0","0"
"33"," Private","291414"," 11th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"27"," Private","278736"," 12th"," Handlers-cleaners"," Other-relative"," White"," Male","0","0"
"44"," Private","138975"," HS-grad"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"32"," Private","165295"," 5th-6th"," Other-service"," Not-in-family"," White"," Female","0","0"
"49"," Self-emp-inc","93557"," Assoc-acdm"," Exec-managerial"," Husband"," White"," Male","1","1"
"66"," Self-emp-not-inc","176315"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"35"," Private","187167"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"24"," Private","241582"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"31"," Private","247328"," 11th"," Protective-serv"," Husband"," White"," Male","0","0"
"75"," Self-emp-not-inc","157778"," Assoc-voc"," Prof-specialty"," Not-in-family"," White"," Female","1","1"
"66"," Self-emp-not-inc","67765"," 11th"," Exec-managerial"," Not-in-family"," White"," Female","1","0"
"19"," ?","229431"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"46"," Private","192203"," Some-college"," Handlers-cleaners"," Husband"," White"," Male","0","1"
"31"," Private","93326"," Some-college"," Adm-clerical"," Own-child"," White"," Female","0","0"
"46"," Private","118889"," HS-grad"," Sales"," Husband"," White"," Male","1","1"
"29"," State-gov","237028"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"63"," Private","156127"," Some-college"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"46"," Private","151325"," 10th"," Craft-repair"," Husband"," White"," Male","0","0"
"52"," Private","311350"," HS-grad"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"44"," Self-emp-not-inc","273465"," Assoc-acdm"," Sales"," Own-child"," White"," Male","0","0"
"66"," Private","172646"," 5th-6th"," Transport-moving"," Husband"," White"," Male","0","0"
"51"," Private","379797"," 10th"," Machine-op-inspct"," Husband"," Black"," Male","0","0"
"38"," Private","131827"," Bachelors"," Craft-repair"," Husband"," White"," Male","0","1"
"26"," State-gov","158734"," Masters"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"35"," Private","233533"," Bachelors"," Sales"," Husband"," White"," Male","0","1"
"48"," Private","246367"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"42"," Local-gov","142049"," Some-college"," Tech-support"," Unmarried"," White"," Female","0","0"
"50"," Private","101119"," 10th"," Transport-moving"," Husband"," White"," Male","0","1"
"26"," Private","104830"," Masters"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"42"," Private","173981"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"63"," Private","195338"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"18"," Private","64253"," 11th"," Sales"," Own-child"," Black"," Female","0","0"
"56"," Private","182062"," HS-grad"," Transport-moving"," Husband"," White"," Male","1","1"
"33"," Private","111696"," Some-college"," Adm-clerical"," Husband"," White"," Male","0","1"
"41"," ?","168071"," HS-grad"," ?"," Husband"," White"," Male","0","0"
"42"," Private","314369"," HS-grad"," Craft-repair"," Unmarried"," Black"," Male","0","0"
"37"," Private","178877"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","1"
"42"," Private","111483"," Masters"," Prof-specialty"," Not-in-family"," White"," Male","1","1"
"18"," ?","192321"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"62"," Private","171757"," 7th-8th"," Transport-moving"," Not-in-family"," Black"," Male","0","0"
"29"," Federal-gov","157313"," Assoc-voc"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"20"," Private","38772"," 11th"," Other-service"," Not-in-family"," White"," Male","0","0"
"36"," Federal-gov","72338"," Bachelors"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male","1","1"
"67"," Self-emp-not-inc","132626"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"50"," Private","176240"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"40"," Private","202692"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"18"," Private","70021"," 11th"," Other-service"," Own-child"," White"," Male","0","0"
"55"," Private","181242"," HS-grad"," Protective-serv"," Not-in-family"," White"," Male","0","0"
"48"," Private","196707"," Assoc-voc"," Craft-repair"," Husband"," White"," Male","1","1"
"80"," Local-gov","81534"," 1st-4th"," Farming-fishing"," Not-in-family"," Asian-Pac-Islander"," Male","0","0"
"25"," Private","137658"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"24"," Private","253190"," HS-grad"," Sales"," Husband"," White"," Male","0","0"
"46"," Private","233059"," 9th"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"22"," State-gov","177787"," HS-grad"," Other-service"," Unmarried"," White"," Female","0","0"
"35"," Self-emp-not-inc","193026"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","1"
"62"," Self-emp-not-inc","271464"," Masters"," Farming-fishing"," Not-in-family"," White"," Male","0","0"
"40"," Private","199689"," HS-grad"," Other-service"," Not-in-family"," White"," Female","0","0"
"27"," Federal-gov","190653"," Assoc-voc"," Armed-Forces"," Husband"," White"," Male","1","1"
"40"," Private","359389"," Bachelors"," Other-service"," Unmarried"," Asian-Pac-Islander"," Female","0","0"
"49"," Self-emp-not-inc","181717"," Bachelors"," Exec-managerial"," Wife"," White"," Female","1","1"
"52"," Private","245127"," 9th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"21"," Private","274398"," Assoc-voc"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"41"," Self-emp-not-inc","344624"," Some-college"," Prof-specialty"," Husband"," White"," Male","1","1"
"35"," Private","169037"," HS-grad"," Transport-moving"," Wife"," White"," Female","0","1"
"22"," Private","221406"," Some-college"," Other-service"," Not-in-family"," White"," Female","0","0"
"71"," Private","211707"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"73"," ?","185939"," Bachelors"," ?"," Husband"," White"," Male","0","0"
"33"," Private","227026"," Bachelors"," Craft-repair"," Unmarried"," White"," Female","0","0"
"38"," Private","187847"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"19"," Private","238144"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"29"," Private","243660"," Some-college"," Other-service"," Not-in-family"," White"," Male","0","0"
"26"," Private","102476"," Bachelors"," Tech-support"," Husband"," White"," Male","1","1"
"56"," Local-gov","238405"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"29"," Private","187479"," Some-college"," Craft-repair"," Husband"," White"," Male","0","1"
"40"," Private","168294"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"52"," ?","129893"," HS-grad"," ?"," Husband"," Black"," Male","0","0"
"55"," Private","172642"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"19"," Private","208066"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"39"," Private","247558"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"36"," Private","99233"," Some-college"," Prof-specialty"," Husband"," White"," Male","1","1"
"46"," Private","430278"," Masters"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"33"," State-gov","204374"," Masters"," Prof-specialty"," Own-child"," White"," Male","0","0"
"30"," Private","136832"," 9th"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"54"," Federal-gov","151135"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"17"," Private","95875"," 9th"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"39"," Private","360494"," HS-grad"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"21"," ?","187581"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"53"," Private","98659"," 9th"," Craft-repair"," Husband"," White"," Male","0","0"
"45"," Private","252242"," Doctorate"," Sales"," Not-in-family"," White"," Male","1","1"
"24"," Private","411238"," Some-college"," Adm-clerical"," Wife"," Black"," Female","0","0"
"47"," Self-emp-not-inc","199083"," Masters"," Transport-moving"," Not-in-family"," White"," Male","1","1"
"38"," Private","222573"," HS-grad"," Machine-op-inspct"," Unmarried"," White"," Female","0","0"
"44"," Private","245317"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","1"
"45"," Private","216414"," Bachelors"," Adm-clerical"," Husband"," White"," Male","1","1"
"32"," Private","236396"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"24"," Private","311826"," Some-college"," Sales"," Unmarried"," White"," Female","0","0"
"38"," Private","172538"," HS-grad"," Sales"," Husband"," White"," Male","0","1"
"38"," Private","43712"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","1"
"33"," Private","272669"," Assoc-acdm"," Adm-clerical"," Unmarried"," Asian-Pac-Islander"," Male","0","0"
"50"," Private","137299"," Assoc-acdm"," Craft-repair"," Unmarried"," White"," Male","0","0"
"40"," Private","171305"," Bachelors"," Adm-clerical"," Husband"," Black"," Male","1","1"
"33"," Local-gov","190027"," HS-grad"," Other-service"," Own-child"," Black"," Female","0","0"
"20"," Private","376416"," HS-grad"," Sales"," Own-child"," White"," Male","0","0"
"17"," Local-gov","236831"," 12th"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"27"," Private","170148"," Bachelors"," Tech-support"," Own-child"," White"," Female","0","0"
"66"," Private","366425"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"53"," Private","95864"," Doctorate"," Prof-specialty"," Husband"," White"," Male","1","1"
"71"," Private","37435"," Bachelors"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"39"," Self-emp-not-inc","151835"," 10th"," Craft-repair"," Husband"," White"," Male","0","0"
"36"," Private","149419"," Some-college"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"20"," ?","224238"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"56"," Private","359972"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"60"," Private","23063"," 7th-8th"," Sales"," Husband"," White"," Male","0","1"
"43"," Private","198282"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"46"," Self-emp-inc","211020"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"42"," Private","104196"," HS-grad"," Handlers-cleaners"," Other-relative"," White"," Male","0","0"
"56"," Private","133819"," HS-grad"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"31"," Private","328734"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"34"," Self-emp-not-inc","41210"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"38"," Private","225399"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","0"
"32"," ?","13862"," HS-grad"," ?"," Not-in-family"," Amer-Indian-Eskimo"," Female","0","0"
"32"," Local-gov","43959"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"44"," Private","83827"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"24"," Private","157332"," Assoc-voc"," Tech-support"," Not-in-family"," White"," Female","0","0"
"48"," Private","163706"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"43"," Private","211517"," Some-college"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"69"," ?","92852"," HS-grad"," ?"," Husband"," White"," Male","0","0"
"39"," Self-emp-not-inc","192626"," HS-grad"," Farming-fishing"," Not-in-family"," White"," Male","0","0"
"55"," Private","115439"," Some-college"," Prof-specialty"," Husband"," White"," Male","1","1"
"27"," Private","98769"," Assoc-voc"," Craft-repair"," Unmarried"," White"," Male","1","0"
"29"," Private","66473"," Some-college"," Farming-fishing"," Unmarried"," White"," Male","0","0"
"41"," Self-emp-not-inc","138077"," Masters"," Exec-managerial"," Wife"," White"," Female","1","1"
"30"," Local-gov","339388"," Some-college"," Tech-support"," Husband"," White"," Male","1","1"
"28"," Private","195520"," Assoc-voc"," Adm-clerical"," Other-relative"," White"," Male","0","0"
"68"," Private","204680"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","1"
"55"," Private","184948"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","1"
"37"," Private","356231"," 10th"," Machine-op-inspct"," Husband"," Black"," Male","0","0"
"55"," Private","204334"," Prof-school"," Exec-managerial"," Husband"," White"," Male","1","1"
"60"," Self-emp-inc","96660"," HS-grad"," Adm-clerical"," Wife"," White"," Female","1","0"
"44"," Private","184871"," Masters"," Prof-specialty"," Husband"," White"," Male","0","1"
"45"," Private","298950"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"37"," Private","238802"," HS-grad"," Tech-support"," Not-in-family"," White"," Male","0","0"
"58"," ?","242670"," Some-college"," ?"," Wife"," White"," Female","0","1"
"47"," Private","183186"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"18"," Private","34125"," 11th"," Other-service"," Own-child"," White"," Female","0","0"
"23"," Private","158996"," Some-college"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"35"," Local-gov","203883"," Some-college"," Tech-support"," Unmarried"," White"," Female","0","0"
"61"," Self-emp-inc","248160"," 10th"," Exec-managerial"," Husband"," White"," Male","1","1"
"54"," Private","548361"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"21"," Private","203914"," HS-grad"," Adm-clerical"," Wife"," White"," Female","0","0"
"53"," State-gov","91121"," Masters"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"46"," Self-emp-not-inc","139397"," 10th"," Exec-managerial"," Unmarried"," White"," Female","0","0"
"56"," Private","208640"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"46"," Private","183013"," Bachelors"," Craft-repair"," Not-in-family"," White"," Male","0","1"
"36"," Private","161141"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"54"," Private","343333"," Bachelors"," Adm-clerical"," Not-in-family"," White"," Female","1","0"
"35"," State-gov","210866"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"26"," Private","359854"," Bachelors"," Priv-house-serv"," Other-relative"," White"," Female","0","0"
"49"," Self-emp-inc","235646"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"60"," Self-emp-not-inc","157588"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"55"," Private","200734"," HS-grad"," Other-service"," Unmarried"," Black"," Female","0","0"
"21"," Private","212213"," Assoc-acdm"," Adm-clerical"," Not-in-family"," Black"," Female","0","0"
"38"," Private","248941"," Some-college"," Tech-support"," Husband"," White"," Male","1","1"
"41"," Local-gov","291831"," Masters"," Prof-specialty"," Husband"," White"," Male","0","1"
"43"," State-gov","114191"," Some-college"," Protective-serv"," Husband"," Asian-Pac-Islander"," Male","0","0"
"54"," Self-emp-inc","151580"," Bachelors"," Tech-support"," Husband"," White"," Male","1","1"
"46"," Private","331498"," Doctorate"," Other-service"," Own-child"," White"," Male","0","0"
"20"," Private","139989"," Some-college"," Adm-clerical"," Own-child"," Black"," Male","0","0"
"35"," Private","187167"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"24"," Private","299528"," Some-college"," Sales"," Not-in-family"," Asian-Pac-Islander"," Female","0","0"
"41"," Private","226608"," 1st-4th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"36"," Private","306361"," HS-grad"," Other-service"," Unmarried"," Black"," Male","0","0"
"40"," Self-emp-not-inc","213416"," 5th-6th"," Farming-fishing"," Husband"," White"," Male","0","0"
"23"," Private","85139"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"37"," Private","48779"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"71"," Self-emp-inc","146365"," Some-college"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"36"," Private","355856"," 5th-6th"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male","0","0"
"51"," Private","39264"," Some-college"," Exec-managerial"," Wife"," White"," Female","1","1"
"30"," Private","117028"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"40"," Private","266631"," HS-grad"," Craft-repair"," Husband"," Black"," Male","0","1"
"26"," Private","152263"," HS-grad"," Adm-clerical"," Own-child"," White"," Female","0","0"
"49"," Private","387074"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"30"," Private","245211"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"48"," Private","136455"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"53"," State-gov","153486"," Bachelors"," Tech-support"," Husband"," White"," Male","1","1"
"31"," Private","105479"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"40"," Private","409902"," HS-grad"," Machine-op-inspct"," Own-child"," Black"," Female","0","0"
"21"," ?","133515"," Assoc-acdm"," ?"," Own-child"," White"," Female","0","0"
"38"," Private","89202"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"37"," ?","185692"," 10th"," ?"," Husband"," White"," Male","0","0"
"34"," Private","157024"," 10th"," Other-service"," Unmarried"," Black"," Female","0","0"
"53"," Private","230936"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"21"," Private","57298"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"26"," Private","82488"," Masters"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Female","1","0"
"29"," Private","606111"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"44"," Private","235182"," Some-college"," Craft-repair"," Husband"," White"," Male","1","1"
"22"," Private","150336"," Some-college"," Tech-support"," Other-relative"," White"," Female","0","0"
"43"," Federal-gov","145175"," Bachelors"," Adm-clerical"," Husband"," White"," Male","1","1"
"39"," Private","186719"," Some-college"," Craft-repair"," Unmarried"," White"," Female","0","0"
"38"," Local-gov","325538"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"67"," Private","192995"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"31"," Private","103596"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"30"," Private","207172"," 11th"," Protective-serv"," Not-in-family"," White"," Female","0","0"
"53"," Self-emp-not-inc","237729"," HS-grad"," Prof-specialty"," Wife"," White"," Female","0","0"
"44"," Private","121718"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"43"," Private","196344"," 5th-6th"," Other-service"," Husband"," White"," Male","0","0"
"22"," Private","100235"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"31"," Private","161153"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","1"
"44"," Private","303619"," 11th"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"88"," Self-emp-not-inc","141646"," 7th-8th"," Farming-fishing"," Not-in-family"," White"," Male","0","0"
"21"," Private","293726"," HS-grad"," Sales"," Not-in-family"," White"," Male","0","0"
"31"," Private","190772"," Bachelors"," Exec-managerial"," Own-child"," White"," Female","0","0"
"35"," Local-gov","91124"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"30"," Private","318912"," Bachelors"," Other-service"," Own-child"," Black"," Male","0","0"
"48"," Private","355978"," HS-grad"," Tech-support"," Husband"," White"," Male","0","1"
"68"," ?","81468"," HS-grad"," ?"," Unmarried"," White"," Female","0","0"
"64"," Private","183672"," Assoc-voc"," Adm-clerical"," Husband"," White"," Male","0","1"
"49"," Private","140826"," Masters"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male","1","1"
"44"," Private","146659"," Doctorate"," Prof-specialty"," Husband"," White"," Male","0","1"
"18"," Private","294720"," 11th"," Other-service"," Own-child"," White"," Male","0","0"
"34"," Private","284629"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"29"," Local-gov","128091"," HS-grad"," Transport-moving"," Unmarried"," White"," Female","0","0"
"23"," Private","153643"," HS-grad"," Machine-op-inspct"," Other-relative"," Black"," Male","0","0"
"36"," Self-emp-inc","173968"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"29"," ?","168479"," Bachelors"," ?"," Not-in-family"," White"," Male","0","0"
"34"," Private","303177"," 10th"," Transport-moving"," Husband"," White"," Male","0","0"
"27"," Self-emp-not-inc","189030"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"57"," Local-gov","261584"," Some-college"," Other-service"," Not-in-family"," Black"," Female","0","0"
"24"," Private","131230"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"54"," Private","138852"," Some-college"," Adm-clerical"," Husband"," White"," Male","0","1"
"18"," Private","137532"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"25"," Private","67222"," Some-college"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Male","0","0"
"28"," Private","278736"," Some-college"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"87"," Private","143574"," HS-grad"," Sales"," Not-in-family"," White"," Male","0","0"
"54"," Private","283725"," Masters"," Sales"," Not-in-family"," White"," Female","0","0"
"21"," Private","131404"," HS-grad"," Other-service"," Other-relative"," White"," Male","0","0"
"43"," Private","185015"," 5th-6th"," Priv-house-serv"," Other-relative"," White"," Female","0","0"
"43"," Federal-gov","47902"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","0"
